?#DB-ID;Nummer;Name;Name mit Ort;Globale ID;GKZ;Ort;Teilort;Landkreis;Tarifzonen;Tarifnummer;Relationscode;Verkehrsmittel;Linien;Linien (EFA);Linien (DIVA);Anzahl Linien;Betriebszweige;X-Koordinate;Y-Koordinate;Umgebungskarte;Umgebungskarte (ME)
1851;4603;Eichholz;Sindelf. Eichholz;de:8115:4603;8115045;Sindelfingen;Sindelfingen;BB;47,48;348;348;"Bus;Nachtbus";701,703,708,N73;701,703,708,N73;31701_,31703_,31708_,34073_;4;31,34;2720890,616;5403590,363;;
1852;4604;Friedrich-Ebert-Straße;Sindelf. Friedrich-Ebert-Str.;de:8115:4604;8115045;Sindelfingen;Sindelfingen;BB;47,48;348;348;"Bus;Nachtbus";701,703,708,N73;701,703,708,N73;31701_,31703_,31708_,34073_;4;31,34;2721370,253;5403412,986;;
1853;4605;Eschenried;Sindelf. Eschenried;de:8115:4605;8115045;Sindelfingen;Sindelfingen;BB;47,48;348;348;"Nachtbus;Bus";701,703,708,745,N73;701,703,708,745,N73;31701_,31703_,31708_,31745_,34073_;5;31,34;2721527,376;5403008,61;;
1854;4606;Obere Vorstadt;Sindelf. Obere Vorstadt;de:8115:4606;8115045;Sindelfingen;Sindelfingen;BB;47,48;348;348;Bus;703,704,716;703,704,716;31703_,31704_,31716_;3;31;2720781,43;5401684,448;;
1855;4607;Klostergarten;Sindelf. Klostergarten;de:8115:4607;8115045;Sindelfingen;Sindelfingen;BB;47,48;348;348;Bus;701,703,704,715;701,703,704,715;31701_,31703_,31704_,31715_;4;31;2720813,299;5401612,603;;
1856;4608;Robert-Bosch-Straße;Darmsheim Robert-Bosch-Str.;de:8115:4608;8115045;Sindelfingen;Darmsheim;BB;47,48;348;348;Bus;717,718,732;717,718,732;31717_,31718_,31732_;3;31;2716529,444;5398993,592;;
1857;4609;Domo;Sindelfingen Domo;de:8115:4609;8115045;Sindelfingen;Sindelfingen;BB;47,48;348;348;Bus;701,704,715,716;701,704,715,716;31701_,31704_,31715_,31716_;4;31;2720831,818;5401422,069;;
1858;4610;Bachstraße;Sindelfingen Bachstr.;de:8115:4610;8115045;Sindelfingen;Sindelfingen;BB;47,48;348;348;Bus;703,704,715;703,704,715;31703_,31704_,31715_;3;31;2720377,625;5401029,67;;
1859;4611;Calwer Straße;Sindelfingen Calwer Str.;de:8115:4611;8115045;Sindelfingen;Sindelfingen;BB;47,48;348;348;Bus;704,715,716;704,715,716;31704_,31715_,31716_;3;31;2720618,969;5400953,055;usifi.pdf;
1860;4612;Mercedes-Benz Tor I;Sindelf. Mercedes-Benz Tor I;de:8115:4612;8115045;Sindelfingen;Sindelfingen;BB;47,48;348;348;Bus;703,752,754,760,763;703,752,754,760,763;31703_,31752_,31754_,31760_,31763_;5;31;2721000,443;5400038,799;;
1861;4613;Dresdener Straße;Sindelfingen Dresdener Str.;de:8115:4613;8115045;Sindelfingen;Sindelfingen;BB;47,48;348;348;Bus;704,709;704,709;31704_,31709_;2;31;2721531,178;5400293,017;;
1862;4614;Goldberg Wasserturm;Sindelf. Goldb. Wasserturm;de:8115:4614;8115045;Sindelfingen;Sindelfingen;BB;47,48;348;348;Bus;704,709,711;704,709,711;31704_,31709_,31711_;3;31;2722118,126;5400264,055;;
1863;4615;Leipziger Straße;Sindelfingen Leipziger Str.;de:8115:4615;8115045;Sindelfingen;Sindelfingen;BB;47,48;348;348;Bus;704,706,709,711;704,706,709,711;31704_,31706_,31709_,31711_;4;31;2722277,408;5400059,035;ugoldber.pdf;
1864;4617;Abzweig Rauher Kapf;Böblingen Abzw. Rauher Kapf;de:8115:4617;8115003;Böblingen;Böblingen;BB;48,58;158;158;"Nachtbus;Bus";760,N74;760,N74;31760_,34074_;2;31,34;2723984,999;5396644,425;;
1865;4619;Talstraße;Böblingen Talstraße;de:8115:4619;8115003;Böblingen;Böblingen;BB;48;48;48;Bus;729,731,732,763,766;729,731,732,763,766;31729_,31731_,31732_,31763_,31766_;5;31;2720969,375;5398462,41;;
1866;4620;Calwer Straße;Böblingen Calwer Str.;de:8115:4620;8115003;Böblingen;Böblingen;BB;48;48;48;"Bus;Nachtbus";728,731,732,763,766,N75;728,731,732,763,766,N75;31728_,31731_,31732_,31763_,31766_,34075_;6;31,34;2720754,814;5398520,055;;
1867;4621;Calwer Straße (Hulb);Böblingen Calwer Str. (Hulb);de:8115:4621;8115003;Böblingen;Böblingen;BB;48;48;48;"Bus;Nachtbus";731,732,763,766,N75;731,732,763,766,N75;31731_,31732_,31763_,31766_,34075_;5;31,34;2720028,211;5398662,687;;
1868;4624;Calwer Brücke;Sindelf. Calwer Brücke;de:8115:4624;8115045;Sindelfingen;Sindelfingen;BB;47,48;348;348;Bus;707,717,718,749,766;707,717,718,749,766;31707_,31717_,31718_,31749_,31766_;5;31;2720052,275;5400874,663;;
1869;4625;Sommerhofenstraße;Sindelfingen Sommerhofenstr.;de:8115:4625;8115045;Sindelfingen;Sindelfingen;BB;47,48;348;348;Bus;708;708;31708_;1;31;2721625,493;5402576,874;;
1870;4626;Badezentrum;Sindelf. Badezentrum;de:8115:4626;8115045;Sindelfingen;Sindelfingen;BB;47,48;348;348;Bus;708;708;31708_;1;31;2722126,452;5402341,252;;
1871;4627;Pflegeheim;Sindelf. Pflegeheim;de:8115:4627;8115045;Sindelfingen;Sindelfingen;BB;47,48;348;348;Bus;708;708;31708_;1;31;2722079,87;5401642,455;;
1872;4628;Altenheim Burghalde;Sindelf. Altenheim Burghalde;de:8115:4628;8115045;Sindelfingen;Sindelfingen;BB;47,48;348;348;"Nachtbus;Bus";708,N73;708,N73;31708_,34073_;2;31,34;2722097,227;5401837,406;;
1873;4629;Burghaldenfriedhof;Sindelf. Burghaldenfriedhof;de:8115:4629;8115045;Sindelfingen;Sindelfingen;BB;47,48;348;348;Bus;708;708;31708_;1;31;2721801,809;5401456,262;;
1874;4630;Haus der Vereine;Dagersh. Haus d. Vereine;de:8115:4630;8115003;Böblingen;Dagersheim;BB;47,48;348;348;"Bus;Nachtbus";731,732,763,766,N75;731,732,763,766,N75;31731_,31732_,31763_,31766_,34075_;5;31,34;2717731,359;5398833,626;;
1875;4631;Hauptstraße;Dagersheim Hauptstraße;de:8115:4631;8115003;Böblingen;Dagersheim;BB;47,48;348;348;"Nachtbus;Bus";731,732,763,766,N75;731,732,763,766,N75;31731_,31732_,31763_,31766_,34075_;5;31,34;2717312,275;5398999,376;;
1876;4632;Kirche;Dagersheim Kirche;de:8115:4632;8115003;Böblingen;Dagersheim;BB;47,48;348;348;Bus;717,731,732;717,731,732;31717_,31731_,31732_;3;31;2717308,709;5399115,393;;
1877;4633;Schützenweg;Dagersheim Schützenweg;de:8115:4633;8115003;Böblingen;Dagersheim;BB;47,48;348;348;Bus;717,731,732;717,731,732;31717_,31731_,31732_;3;31;2717618,603;5399306,835;;
1878;4635;Goethestraße;Dagersh. Goethestraße;de:8115:4635;8115003;Böblingen;Dagersheim;BB;47,48;348;348;Bus;731,732;731,732;31731_,31732_;2;31;2718096,378;5399303,615;;
1879;4636;Goldberg Realschule;Sindelf. Goldb. Realschule;de:8115:4636;8115045;Sindelfingen;Sindelfingen;BB;47,48;348;348;Bus;712,732;712,732;31712_,31732_;2;31;2721643,829;5400026,078;;
1880;4637;Alter Friedhof;Darmsheim Alter Friedhof;de:8115:4637;8115045;Sindelfingen;Darmsheim;BB;47,48;348;348;"Nachtbus;Bus";717,718,732,763,766,N75;717,718,732,763,766,N75;31717_,31718_,31732_,31763_,31766_,34075_;6;31,34;2716503,544;5399397,118;;
1881;4638;Hofstraße;Darmsheim Hofstraße;de:8115:4638;8115045;Sindelfingen;Darmsheim;BB;47,48;348;348;Bus;717,718,732;717,718,732;31717_,31718_,31732_;3;31;2716163,265;5399468,837;;
1882;4640;Tessiner Straße;Darmsheim Tessiner Str.;de:8115:4640;8115045;Sindelfingen;Darmsheim;BB;47,48;348;348;Bus;717,718,732;717,718,732;31717_,31718_,31732_;3;31;2716195,841;5399124,653;;
1883;4641;Schoßhöfe;Sindelfingen Schoßhöfe;de:8115:4641;8115045;Sindelfingen;Sindelfingen;BB;47,48;348;348;Bus;717,718,749;717,718,749;31717_,31718_,31749_;3;31;2719532,44;5400648,913;;
1884;4642;Sindelfinger Straße;Maichingen Sindelfinger Str.;de:8115:4642;8115045;Sindelfingen;Maichingen;BB;47,48;348;348;"Bus;Nachtbus";715,716,722,749,N60;715,716,722,749,N60;31715_,31716_,31722_,31749_,34060_;5;31,34;2718651,825;5402007,136;;
1885;4643;Herrenberger Straße;Maichingen Herrenberger Str.;de:8115:4643;8115045;Sindelfingen;Maichingen;BB;47,48;348;348;Bus;715,716;715,716;31715_,31716_;2;31;2718000,752;5401859,328;;
1886;4644;Guttenbrunnstraße;Sindelfingen Guttenbrunnstr.;de:8115:4644;8115045;Sindelfingen;Sindelfingen;BB;47,48;348;348;"Bus;Nachtbus";704,715,716,722,745,748,749,N73;704,715,716,722,745,748,749,N73;31704_,31715_,31716_,31722_,31745_,31748_,31749_,34073_;8;31,34;2719667,533;5402787,15;;
1887;4645;Essegger Straße;Sindelfingen Essegger Str.;de:8115:4645;8115045;Sindelfingen;Sindelfingen;BB;47,48;348;348;"Bus;Nachtbus";704,715,716,722,745,748,749,N73;704,715,716,722,745,748,749,N73;31704_,31715_,31716_,31722_,31745_,31748_,31749_,34073_;8;31,34;2719883,358;5402443,168;;
1888;4647;Tulpenstraße;Sindelfingen Tulpenstr.;de:8115:4647;8115045;Sindelfingen;Sindelfingen;BB;47,48;348;348;"Bus;Nachtbus";722,N73;722,N73;31722_,34073_;2;31,34;2720360,992;5401680,909;;
1889;4649;Wolfstraße Altenheim;Sindelf. Wolfstr. Altenheim;de:8115:4649;8115045;Sindelfingen;Sindelfingen;BB;47,48;348;348;Bus;704,715,716;704,715,716;31704_,31715_,31716_;3;31;2720632,929;5402251,387;;
1892;4652;Eschenbrünnlestraße;Sindelfingen Eschenbrünnlestr.;de:8115:4652;8115045;Sindelfingen;Sindelfingen;BB;47,48;348;348;Bus;706,711;706,711;31706_,31711_;2;31;2722496,985;5400280,975;;
1893;4653;Hofmeister/Schauwerk;Sindelf. Hofmeister/Schauwerk;de:8115:4653;8115045;Sindelfingen;Sindelfingen;BB;47,48;348;348;Bus;706,711;706,711;31706_,31711_;2;31;2722752,383;5400483,297;;
1894;4654;Textilzentrum;Sindelf. Textilzentrum;de:8115:4654;8115045;Sindelfingen;Sindelfingen;BB;47,48;348;348;Bus;706,711;706,711;31706_,31711_;2;31;2723355,944;5400922,639;;
1895;4655;Eichenpfädle;Dagersh. Eichenpfädle;de:8115:4655;8115003;Böblingen;Dagersheim;BB;47,48;348;348;Bus;717,731,732;717,731,732;31717_,31731_,31732_;3;31;2718047,545;5399552,033;;
1896;4656;Lange Anwanden;Sindelf. Lange Anwanden;de:8115:4656;8115045;Sindelfingen;Sindelfingen;BB;47,48;348;348;Bus;711,722;711,722;31711_,31722_;2;31;2721840,856;5400642,675;;
1897;4657;Goldmühlestraße;Sindelfingen Goldmühlestr.;de:8115:4657;8115045;Sindelfingen;Sindelfingen;BB;47,48;348;348;Bus;711,722;711,722;31711_,31722_;2;31;2721923,119;5400511,729;;
1898;4658;Nüßstraße;Sindelfingen Nüßstraße;de:8115:4658;8115045;Sindelfingen;Sindelfingen;BB;47,48;348;348;Bus;711,722;711,722;31711_,31722_;2;31;2722214,503;5400512,188;;
1899;4659;Gottscheer Straße;Sindelfingen Gottscheer Str.;de:8115:4659;8115045;Sindelfingen;Sindelfingen;BB;47,48;348;348;Bus;704,715,748,749;704,715,748,749;31704_,31715_,31748_,31749_;4;31;2719898,778;5402611,005;;
1900;4660;Königsknoll;Sindelfingen Königsknoll;de:8115:4660;8115045;Sindelfingen;Sindelfingen;BB;47,48;348;348;Bus;84,712;84,712;30084_,31712_;2;30,31;2722140,362;5401098,082;;
1901;4661;Sonnenbergstraße;Sindelfingen Sonnenbergstr.;de:8115:4661;8115045;Sindelfingen;Sindelfingen;BB;47,48;348;348;Bus;712;712;31712_;1;31;2722476,549;5401181,417;;
1902;4662;Wilhelm-Haspel-Straße;Sindelfingen W.-Haspel-Str.;de:8115:4662;8115045;Sindelfingen;Sindelfingen;BB;47,48;348;348;"Bus;Nachtbus";712,N73;712,N73;31712_,34073_;2;31,34;2722783,247;5401174,468;;
1903;4663;DRK;Sindelfingen DRK;de:8115:4663;8115045;Sindelfingen;Sindelfingen;BB;47,48;348;348;Bus;708,709,734;708,709,734;31708_,31709_,31734_;3;31;2721911,454;5399765,241;;
1904;4664;Reiterhof;Sindelfingen Reiterhof;de:8115:4664;8115045;Sindelfingen;Sindelfingen;BB;47,48;348;348;Bus;706,712;706,712;31706_,31712_;2;31;2723426,308;5401271,891;;
1905;4665;Viehweide;Sindelf. Viehweide;de:8115:4665;8115045;Sindelfingen;Sindelfingen;BB;47,48;348;348;Bus;706,712;706,712;31706_,31712_;2;31;2723535,598;5401192,078;;
1906;4666;Krankenhaus;Sindelf. Krankenhaus;de:8115:4666;8115045;Sindelfingen;Sindelfingen;BB;47,48;348;348;Bus;708;708;31708_;1;31;2722509,977;5401883,703;;
1907;4667;Schwabstraße;Böblingen Schwabstraße;de:8115:4667;8115003;Böblingen;Böblingen;BB;48;48;48;Bus;724;724;31724_;1;31;2722565,107;5398652,401;;
1908;4668;Feldbergstraße;Böblingen Feldbergstr.;de:8115:4668;8115003;Böblingen;Böblingen;BB;48;48;48;Bus;724;724;31724_;1;31;2723132,109;5398697,753;;
1909;4669;Eichendorff-Schule;Böblingen Eichendorff-Schule;de:8115:4669;8115003;Böblingen;Böblingen;BB;48;48;48;"Bus;Nachtbus";723,724,N73;723,724,N73;31723_,31724_,34073_;3;31,34;2723338,586;5398438,51;;
1910;4670;Schulzentrum Murkenbach;Böbl. Schulzentrum Murkenbach;de:8115:4670;8115003;Böblingen;Böblingen;BB;48;48;48;Bus;701,723,724;701,723,724;31701_,31723_,31724_;3;31;2722942,222;5398001,324;;
1911;4671;Nürtinger Straße;Böblingen Nürtinger Straße;de:8115:4671;8115003;Böblingen;Böblingen;BB;48;48;48;Bus;724;724;31724_;1;31;2723142,817;5397738,844;;
1912;4672;Schönaicher First;Böblingen Schönaicher First;de:8115:4672;8115003;Böblingen;Böblingen;BB;48,58;158;158;Bus;709,724,760;709,724,760;31709_,31724_,31760_;3;31;2723734,17;5396962,009;;
1913;4673;Taunusstraße;Böblingen Taunusstraße;de:8115:4673;8115003;Böblingen;Böblingen;BB;48,58;158;158;Bus;709,724;709,724;31709_,31724_;2;31;2724029,907;5396699,266;;
1914;4674;Rauher Kapf;Böblingen Rauher Kapf;de:8115:4674;8115003;Böblingen;Böblingen;BB;48,58;158;158;Bus;709,724;709,724;31709_,31724_;2;31;2724416,596;5396822,635;;
1915;4675;Waldburgstraße;Böblingen Waldburgstr.;de:8115:4675;8115003;Böblingen;Böblingen;BB;48;48;48;Bus;721;721;31721_;1;31;2722587,411;5398823,514;;
1916;4676;Elsa-Brändström-Straße;Böblingen E.-Brändström-Str.;de:8115:4676;8115003;Böblingen;Böblingen;BB;48;48;48;Bus;721;721;31721_;1;31;2722889,874;5399076,755;;
1917;4677;Kreiskrankenhaus;Böblingen Kreiskrankenhaus;de:8115:4677;8115003;Böblingen;Böblingen;BB;48;48;48;Bus;721;721;31721_;1;31;2723346,934;5399243,956;;
1918;4680;Albert-Einstein-Gymnasium;Böbl. Albert-Einstein-Gymn.;de:8115:4680;8115003;Böblingen;Böblingen;BB;48;48;48;Bus;701;701;31701_;1;31;2722454,496;5398918,42;;
1919;4683;Silberweg;Böblingen Silberweg;de:8115:4683;8115003;Böblingen;Böblingen;BB;48;48;48;Bus;706,708,722,734;706,708,722,734;31706_,31708_,31722_,31734_;4;31;2722481,989;5399517,329;;
1920;4684;Schafgasse;Böblingen Schafgasse;de:8115:4684;8115003;Böblingen;Böblingen;BB;48;48;48;Bus;723;723;31723_;1;31;2722205,487;5398324,811;;
1921;4685;Reußensteinstraße;Böblingen Reußensteinstr.;de:8115:4685;8115003;Böblingen;Böblingen;BB;48;48;48;Bus;723;723;31723_;1;31;2722720,165;5398223,903;;
1922;4686;Alter Friedhof;Böblingen Alter Friedhof;de:8115:4686;8115003;Böblingen;Böblingen;BB;48;48;48;"Bus;Nachtbus";723,N73;723,N73;31723_,34073_;2;31,34;2722490,046;5398346,026;;
1923;4687;Gemeindehaus;Böblingen Gemeindehaus;de:8115:4687;8115003;Böblingen;Böblingen;BB;48;48;48;Bus;723,724;723,724;31723_,31724_;2;31;2723120,246;5397778,012;;
1924;4688;Murkenbachweg;Böblingen Murkenbachweg;de:8115:4688;8115003;Böblingen;Böblingen;BB;48;48;48;Bus;723,724;723,724;31723_,31724_;2;31;2723352,089;5397662,965;;
1925;4689;Tannenberg;Böblingen Tannenberg;de:8115:4689;8115003;Böblingen;Böblingen;BB;48;48;48;Bus;723;723;31723_;1;31;2723704,941;5397908,174;;
1926;4690;Herdweg (Postamt);Böblingen Herdweg (Postamt);de:8115:4690;8115003;Böblingen;Böblingen;BB;48;48;48;Bus;723,724;723,724;31723_,31724_;2;31;2722912,245;5398406,707;;
1927;4691;Reiterhof;Böblingen Reiterhof;de:8115:4691;8115003;Böblingen;Böblingen;BB;48;48;48;Bus;701,721,726;701,721,726;31701_,31721_,31726_;3;31;2722162,823;5397271,68;;
1928;4692;Hallenbad;Böblingen Hallenbad;de:8115:4692;8115003;Böblingen;Böblingen;BB;48;48;48;Bus;709,76;709,76;31709_,31760_;2;31;2722816,515;5397735,014;;
1929;4693;Schönbuchstraße (Sporth.);Böbl. Schönbuchstr. (Sporth.);de:8115:4693;8115003;Böblingen;Böblingen;BB;48;48;48;"Bus;Nachtbus";721,726,N74;721,726,N74;31721_,31726_,34074_;3;31,34;2722308,647;5397790,128;;
1930;4694;Schönbuchstraße;Böblingen Schönbuchstr.;de:8115:4694;8115003;Böblingen;Böblingen;BB;48;48;48;"Bus;Nachtbus";752,754,N74;752,754,N74;31752_,31754_,34074_;3;31,34;2721812,337;5397220,835;;
1931;4695;Diezenhaldenweg;Böblingen Diezenhaldenweg;de:8115:4695;8115003;Böblingen;Böblingen;BB;48;48;48;Bus;701,726;701,726;31701_,31726_;2;31;2721767,189;5397350,239;;
1932;4696;Maurener Weg;Böblingen Maurener Weg;de:8115:4696;8115003;Böblingen;Böblingen;BB;48;48;48;"Nachtbus;Bus";721,726,N73;721,726,N73;31721_,31726_,34073_;3;31,34;2721175,623;5397598,329;;
1933;4697;Amsterdamer Straße;Böblingen Amsterdamer Str.;de:8115:4697;8115003;Böblingen;Böblingen;BB;48;48;48;Bus;721,726;721,726;31721_,31726_;2;31;2721008,719;5397259,303;;
1934;4698;Geleener Straße/Kindergarten;Böbl. Geleener Str./Kinderg.;de:8115:4698;8115003;Böblingen;Böblingen;BB;48;48;48;Bus;721,726;721,726;31721_,31726_;2;31;2720673,629;5397326,225;;
1935;4699;Geleener Straße;Böblingen Geleener Str.;de:8115:4699;8115003;Böblingen;Böblingen;BB;48;48;48;Bus;721,726;721,726;31721_,31726_;2;31;2720972,406;5397571,304;;
1936;4700;Berliner Straße;Böblingen Berliner Straße;de:8115:4700;8115003;Böblingen;Böblingen;BB;48;48;48;Bus;721;721;31721_;1;31;2721446,093;5397977,482;;
1937;4701;Königsberger Straße;Böblingen Königsberger Str.;de:8115:4701;8115003;Böblingen;Böblingen;BB;48;48;48;Bus;721,726;721,726;31721_,31726_;2;31;2721094,051;5397991,664;;
1938;4702;Steinbeisstraße;Böblingen Steinbeisstr.;de:8115:4702;8115003;Böblingen;Böblingen;BB;48;48;48;Bus;721,726;721,726;31721_,31726_;2;31;2721359,258;5398148,304;;
1939;4703;Eugen-Bolz-Straße Ost;Böblingen Eugen-Bolz-Str. Ost;de:8115:4703;8115003;Böblingen;Böblingen;BB;48;48;48;Bus;701,726;701,726;31701_,31726_;2;31;2721750,667;5397591,922;;
1940;4704;Freudenstädter Straße;Böblingen Freudenstädter Str.;de:8115:4704;8115003;Böblingen;Böblingen;BB;48;48;48;Bus;701,721;701,721;31701_,31721_;2;31;2721677,36;5397215,522;;
1941;4705;Freiburger Allee;Böblingen Freiburger Allee;de:8115:4705;8115003;Böblingen;Böblingen;BB;48;48;48;Bus;701,721;701,721;31701_,31721_;2;31;2721383,117;5397058,742;;
1942;4706;Pontoiser Straße;Böblingen Pontoiser Str.;de:8115:4706;8115003;Böblingen;Böblingen;BB;48;48;48;Bus;726;726;31726_;1;31;2720712,979;5397573,11;;
1943;4707;Kremser Straße;Böblingen Kremser Straße;de:8115:4707;8115003;Böblingen;Böblingen;BB;48;48;48;Bus;726,728,729,731,763;726,728,729,731,763;31726_,31728_,31729_,31731_,31763_;5;31;2720414,767;5397898,835;;
1944;4709;Otto-Hahn-Gymnasium;Böblingen Otto-Hahn-Gymnasium;de:8115:4709;8115003;Böblingen;Böblingen;BB;48;48;48;Bus;726,731;726,731;31726_,31731_;2;31;2720854,281;5398028,289;;
1945;4710;Bühler Straße;Böblingen Bühler Straße;de:8115:4710;8115003;Böblingen;Böblingen;BB;48;48;48;"Nachtbus;Bus";721,N73;721,N73;31721_,34073_;2;31,34;2720953,727;5396570,195;;
1946;4711;Danziger Straße;Böblingen Danziger Straße;de:8115:4711;8115003;Böblingen;Böblingen;BB;48;48;48;"Bus;R-Bahn";R72,707;R72,707;12072_,31707_;2;12,31;2720776,561;5397814,941;;
1947;4712;Heusteigstraße;Böblingen Heusteigstraße;de:8115:4712;8115003;Böblingen;Böblingen;BB;48;48;48;"Bus;R-Bahn";R72,701;R72,701;12072_,31701_;2;12,31;2722913,001;5397522,512;;
1948;4713;Zimmerschlag;Böblingen Zimmerschlag;de:8115:4713;8115003;Böblingen;Böblingen;BB;48,58;158;558;R-Bahn;R72;R72;12072_;1;12;2723579,643;5396969,947;;
1949;4714;Ochsentrog;Böblingen Ochsentrog;de:8115:4714;8115003;Böblingen;Böblingen;BB;48;48;48;"Nachtbus;Bus";721,N73;721,N73;31721_,34073_;2;31,34;2720697,881;5397040,786;;
1950;4715;Waldfriedhof;Böblingen Waldfriedhof;de:8115:4715;8115003;Böblingen;Böblingen;BB;48;48;48;Bus;721;721;31721_;1;31;2720472,018;5396749,509;;
1951;4716;Herrenberger Straße;Böblingen Herrenberger Straße;de:8115:4716;8115003;Böblingen;Böblingen;BB;48;48;48;Bus;707,728,729;707,728,729;31707_,31728_,31729_;3;31;2719843,18;5397613,978;uhulb.pdf;
1952;4717;Kreistierheim;Böblingen Kreistierheim;de:8115:4717;8115003;Böblingen;Böblingen;BB;48;48;48;Bus;707,728,729;707,728,729;31707_,31728_,31729_;3;31;2719233,13;5397339,625;;
1953;4718;Schickardstraße;Böblingen Schickardstraße;de:8115:4718;8115003;Böblingen;Böblingen;BB;48;48;48;Bus;707,728,729,763;707,728,729,763;31707_,31728_,31729_,31763_;4;31;2718896,996;5397458,576;;
1954;4719;Hanns-Klemm-Straße West;Böbl. Hanns-Klemm-Str. West;de:8115:4719;8115003;Böblingen;Böblingen;BB;48;48;48;Bus;707,728,729,763;707,728,729,763;31707_,31728_,31729_,31763_;4;31;2719222,964;5397826,891;;
1955;4720;Hanns-Klemm-Straße Mitte;Böbl. Hanns-Klemm-Str. Mitte;de:8115:4720;8115003;Böblingen;Böblingen;BB;48;48;48;Bus;728,729,763;728,729,763;31728_,31729_,31763_;3;31;2719529,87;5397967,146;uhulb.pdf;
1956;4721;Dornierstraße;Böblingen Dornierstraße;de:8115:4721;8115003;Böblingen;Böblingen;BB;48;48;48;Bus;707,728,729;707,728,729;31707_,31728_,31729_;3;31;2719447,674;5398198,231;;
1957;4722;Otto-Lilienthal-Straße;Böblingen Otto-Lilienthal-Str.;de:8115:4722;8115003;Böblingen;Böblingen;BB;48;48;48;Bus;728,729;728,729;31728_,31729_;2;31;2719862,822;5398437,878;;
1958;4723;Heinkelstraße;Böblingen Heinkelstraße;de:8115:4723;8115003;Böblingen;Böblingen;BB;48;48;48;Bus;707,728,729,763;707,728,729,763;31707_,31728_,31729_,31763_;4;31;2720148,486;5398252,854;;
1959;4724;Hanns-Klemm-Straße Ost;Böbl. Hanns-Klemm-Str. Ost;de:8115:4724;8115003;Böblingen;Böblingen;BB;48;48;48;Bus;707,728,729,763;707,728,729,763;31707_,31728_,31729_,31763_;4;31;2720505,637;5398414,114;;
1960;4725;Katholische Kirche;Aidl. Katholische Kirche;de:8115:4725;8115001;Aidlingen;Aidlingen;BB;57;57;57;"Nachtbus;Bus";763,N75;763,N75;31763_,34075_;2;31,34;2713161,018;5397541,23;;
1961;4727;Rathaus;Gärtringen Rathaus;de:8115:4727;8115015;Gärtringen;Gärtringen;BB;58;58;658;Bus;753,759;753,759;31753_,31759_;2;31;2713916,955;5393420,439;;
1962;4729;Rathaus;Rohrau Rathaus;de:8115:4729;8115015;Gärtringen;Rohrau;BB;58;58;658;"Bus;Nachtbus";753,N77;753,N77;31753_,34077_;2;31,34;2715491,395;5391629,884;;
1965;4737;IBM;Herrenberg IBM;de:8115:4737;8115021;Herrenberg;Herrenberg;BB;68;68;68;Bus;781;781;31781_;1;31;2712375,765;5389732,002;;
1966;4738;Stadthalle;Herrenberg Stadthalle;de:8115:4738;8115021;Herrenberg;Herrenberg;BB;68;68;68;Bus;781;781;31781_;1;31;2711741,355;5388498,461;;
1967;4739;Bronntor;Herrenberg Bronntor;de:8115:4739;8115021;Herrenberg;Herrenberg;BB;68;68;68;"Nachtbus;Bus";781,N77;781,N77;31781_,34077_;2;31,34;2711531,465;5388233,872;;
1968;4741;Einkaufszentrum;Oberjettingen Einkaufszentrum;de:8115:4741;8115053;Jettingen;Oberjettingen;BB;77;77;77;Bus;774;774;31774_;1;31;2704142,285;5385471,254;;
1969;4742;Sindlinger Straße;Haslach Sindlinger Str.;de:8115:4742;8115021;Herrenberg;Haslach;BB;68;68;68;Bus;774;774;31774_;1;31;2709569,277;5386440,493;;
1970;4743;Kirche;Haslach Kirche;de:8115:4743;8115021;Herrenberg;Haslach;BB;68;68;68;Bus;774;774;31774_;1;31;2709554,748;5386708,273;;
1971;4744;Randenstraße;Haslach Randenstraße;de:8115:4744;8115021;Herrenberg;Haslach;BB;68;68;68;Bus;774;774;31774_;1;31;2709058,633;5386873,017;;
1972;4745;Postamt;Nebringen Postamt;de:8115:4745;8115016;Gäufelden;Nebringen;BB;68,77;177;177;"Bus;Nachtbus";790,N70;790,N70;31790_,34070_;2;31,34;2710250,807;5384436,609;uGaeufel.pdf;
1973;4746;Stuttgarter Straße;Öschelbronn Stuttg. Str.;de:8115:4746;8115016;Gäufelden;Öschelbronn (BB);BB;68,77;177;177;Bus;777,79;777,79;31777_,31790_;2;31;2708775,513;5383375,338;;
1974;4747;Rathaus;Öschelbronn Rathaus;de:8115:4747;8115016;Gäufelden;Öschelbronn (BB);BB;68,77;177;177;Bus;777,79;777,79;31777_,31790_;2;31;2708484,488;5383289,809;;
1975;4748;Post;Öschelbronn Post;de:8115:4748;8115016;Gäufelden;Öschelbronn (BB);BB;68,77;177;177;Bus;777,79;777,79;31777_,31790_;2;31;2708121,704;5383399,72;;
1976;4749;Weildorf;Bondorf Weildorf;de:8115:4749;8115004;Bondorf;Bondorf;BB;77;77;77;Nachtbus;N70;N70;34070_;1;34;2710068,091;5381211,208;;
1977;4756;Würmbrücke;Ehningen Würmbrücke;de:8115:4756;8115013;Ehningen;Ehningen;BB;58;58;658;Bus;752;752;31752_;1;31;2716328,333;5395325,737;;
1978;4757;Königsberger Straße;Ehningen Königsb. Str.;de:8115:4757;8115013;Ehningen;Ehningen;BB;58;58;658;Bus;752;752;31752_;1;31;2716104,457;5395009,514;;
