?#DB-ID;Nummer;Name;Name mit Ort;Globale ID;GKZ;Ort;Teilort;Landkreis;Tarifzonen;Tarifnummer;Relationscode;Verkehrsmittel;Linien;Linien (EFA);Linien (DIVA);Anzahl Linien;Betriebszweige;X-Koordinate;Y-Koordinate;Umgebungskarte;Umgebungskarte (ME)
625;2574;Taldorfer Straße;Taldorfer Straße;de:8111:2574;8111000;Stuttgart;Stuttgart;S;20;20;822;Bus;70,71;70,71;30070_,30071_;2;30;2735799,965;5404092,571;;
626;2575;Schönberg;Schönberg;de:8111:2575;8111000;Stuttgart;Stuttgart;S;20;20;822;Bus;70,71;70,71;30070_,30071_;2;30;2735622,72;5404448,116;;
627;2576;Dürnauer Weg;Dürnauer Weg;de:8111:2576;8111000;Stuttgart;Stuttgart;S;20;20;822;"Bus;Nachtbus";E,71,74,76,N8;E,71,74,76,N8;30036a,30071_,30074_,30076_,33008_;5;30,33;2735733,301;5403446,008;;
5388911;2578;Im Elsental;Im Elsental;de:8111:2578;8111000;Stuttgart;Stuttgart;S;;20;22;"Bus;Nachtbus";82,N1;82,N1;30082_,33001_;2;30,33;2729927,326;5405520,587;;
628;2579;Ob dem Steinbach;Ob dem Steinbach;de:8111:2579;8111000;Stuttgart;Stuttgart;S;20,36,37;237;237;"Bus;Nachtbus";81,84,91,92,N1;81,84,91,92,N1;30081_,30084_,30091_,30092_,33001_;5;30,33;2726787,51;5405936,632;;
629;2580;Johannesgraben;Johannesgraben;de:8111:2580;8111000;Stuttgart;Stuttgart;S;20;20;22;"Nachtbus;Bus";82,91,N1;82,91,N1;30082_,30091_,33001_;3;30,33;2728440,569;5404876,176;;
630;2581;Kurt-Schumacher-Straße;Kurt-Schumacher-Straße;de:8111:2581;8111000;Stuttgart;Stuttgart;S;20,38;138;538;"Bus;Nachtbus";72,N9;72,N9;30072_,33009_;2;30,33;2731995,475;5402032,955;uFasbon.pdf;
631;2582;Berufsbildungszentrum;Berufsbildungszentrum;de:8111:2582;8111000;Stuttgart;Stuttgart;S;20;20;22;"Nachtbus;Bus";80,N10;80,N10;30080_,33010_;2;30,33;2729797,348;5403202,173;;
632;2583;Möhringen Rathaus;Möhringen Rathaus;de:8111:2583;8111000;Stuttgart;Stuttgart;S;20;20;822;"Nachtbus;Bus";72,N9;72,N9;30072_,33009_;2;30,33;2731549,239;5403573,613;;
633;2584;Europaplatz;Europaplatz;de:8111:2584;8111000;Stuttgart;Stuttgart;S;20,38;138;538;"Stadtbahn;Bus;Nachtbus";U6,72,N9;U6,72,N9;20006_,30072_,33009_;3;20,30,33;2732601,006;5401990,708;uEuropa.pdf;
634;2585;Jelinstraße;Jelinstraße;de:8111:2585;8111000;Stuttgart;Stuttgart;S;20;20;822;"Bus;Nachtbus";72,N9;72,N9;30072_,33009_;2;30,33;2731521,714;5403230,038;;
635;2586;EnBW City;EnBW City;de:8111:2586;8111000;Stuttgart;Stuttgart;S;20,38;138;538;"Stadtbahn;Bus";U6,77,806;U6,77,806;20006_,30077_,31806_;3;20,30,31;2733142,523;5401971,977;uEnBW.pdf;
638;2589;Max-Planck-Institute;Max-Planck-Institute;de:8111:2589;8111000;Stuttgart;Stuttgart;S;20,36,37;237;237;"Bus;Nachtbus";81,84,91,92,746,747,748,749,N1;81,84,91,92,746,747,748,749,N1;30081_,30084_,30091_,30092_,31746_,31747_,31748_,31749_,33001_;9;30,31,33;2726853,243;5405640,802;;
639;2590;Büsnauer Platz;Büsnauer Platz;de:8111:2590;8111000;Stuttgart;Stuttgart;S;20,36,37;237;237;"Bus;Nachtbus";81,84,91,92,N1;81,84,91,92,N1;30081_,30084_,30091_,30092_,33001_;5;30,33;2726548,756;5405947,252;;
640;2591;Lauchhau;Lauchhau;de:8111:2591;8111000;Stuttgart;Stuttgart;S;20;20;22;"Bus;Nachtbus";81,82,84,91,92,746,747,748,749,N1;81,82,84,91,92,746,747,748,749,N1;30081_,30082_,30084_,30091_,30092_,31746_,31747_,31748_,31749_,33001_;10;30,31,33;2727516,201;5404750,631;;
641;2592;Am Feldrand;Am Feldrand;de:8111:2592;8111000;Stuttgart;Stuttgart;S;20;20;22;"Bus;Nachtbus";81,N1;81,N1;30081_,33001_;2;30,33;2727868,82;5404544,213;;
642;2593;Heerstraße;Heerstraße;de:8111:2593;8111000;Stuttgart;Stuttgart;S;20;20;22;"Bus;Nachtbus";81,N1;81,N1;30081_,33001_;2;30,33;2727908,673;5403913,89;;
643;2594;Degerloch Albstraße;Degerloch Albstraße;de:8111:2594;8111000;Stuttgart;Stuttgart;S;20;20;722;Stadtbahn;U5,U6,U8,U12;U5,U6,U8,U12;20005_,20006_,20008_,20012_;4;20;2732694,645;5405841,933;ualbstr.pdf;me_plaene\ME_Albstr.pdf
644;2595;Vaihingen Rathaus;Vaihingen Rathaus;de:8111:2595;8111000;Stuttgart;Stuttgart;S;20;20;22;"Bus;Nachtbus";82,N1;82,N1;30082_,33001_;2;30,33;2728765,101;5403984,68;;
645;2596;Am Schattwald;Am Schattwald;de:8111:2596;8111000;Stuttgart;Stuttgart;S;20,36,37;237;237;"Bus;Nachtbus";81,84,91,92,746,747,748,749,N1;81,84,91,92,746,747,748,749,N1;30081_,30084_,30091_,30092_,31746_,31747_,31748_,31749_,33001_;9;30,31,33;2726790,21;5406173,071;;
646;2598;Kautt und Bux;Kautt und Bux;de:8111:2598;8111000;Stuttgart;Stuttgart;S;20;20;22;Bus;80;80;30080_;1;30;2729474,316;5403267,56;;
647;2599;Heßbrühl;Heßbrühl;de:8111:2599;8111000;Stuttgart;Stuttgart;S;20;20;22;Bus;80;80;30080_;1;30;2729645,914;5402978,899;;
648;2600;Schulze-Delitzsch-Straße;Schulze-Delitzsch-Str.;de:8111:2600;8111000;Stuttgart;Stuttgart;S;20;20;822;Bus;80;80;30080_;1;30;2730132,116;5402838,823;;
649;2601;Industriestraße;Industriestraße;de:8111:2601;8111000;Stuttgart;Stuttgart;S;20;20;822;Bus;80;80;30080_;1;30;2730256,608;5403085,07;;
650;2602;Vaihingen Alter Friedhof;Vaihingen Alter Friedhof;de:8111:2602;8111000;Stuttgart;Stuttgart;S;20;20;22;"Bus;Nachtbus";82,N1;82,N1;30082_,33001_;2;30,33;2728599,134;5404460,826;;
651;2603;Schranne;Schranne;de:8111:2603;8111000;Stuttgart;Stuttgart;S;20;20;22;"Bus;Nachtbus";82,84,91,92,746,N1;82,84,91,92,746,N1;30082_,30084_,30091_,30092_,31746_,33001_;6;30,31,33;2728308,969;5405242,517;;
652;2604;Knappenweg;Knappenweg;de:8111:2604;8111000;Stuttgart;Stuttgart;S;20;20;22;"Nachtbus;Bus";82,N1;82,N1;30082_,33001_;2;30,33;2728996,284;5405615,088;;
653;2605;Dachswald;Dachswald;de:8111:2605;8111000;Stuttgart;Stuttgart;S;20;20;22;"Bus;Nachtbus";82,N1;82,N1;30082_,33001_;2;30,33;2729550,174;5405841,204;;
654;2609;Dachswaldweg;Dachswaldweg;de:8111:2609;8111000;Stuttgart;Stuttgart;S;20;20;22;"Nachtbus;Bus";82,N1;82,N1;30082_,33001_;2;30,33;2729549,1;5405715,983;;
655;2610;Hans-Rehn-Stift;Hans-Rehn-Stift;de:8111:2610;8111000;Stuttgart;Stuttgart;S;20,38;138;138;Bus;82;82;30082_;1;30;2727915,368;5402625,332;;
656;2611;Thingstraße;Thingstraße;de:8111:2611;8111000;Stuttgart;Stuttgart;S;20,38;138;138;"Bus;Nachtbus";82,N10;82,N10;30082_,33010_;2;30,33;2727978,663;5402340,419;;
657;2612;Osterbronnstraße;Osterbronnstraße;de:8111:2612;8111000;Stuttgart;Stuttgart;S;20,38;138;138;"Nachtbus;Bus";81,N10;81,N10;30081_,33010_;2;30,33;2729019,332;5402589,701;;
658;2613;Galileistraße;Galileistraße;de:8111:2613;8111000;Stuttgart;Stuttgart;S;20;20;22;"Bus;Nachtbus";81,N10;81,N10;30081_,33010_;2;30,33;2729452,6;5402547,682;;
659;2614;Dürrlewang;Dürrlewang;de:8111:2614;8111000;Stuttgart;Stuttgart;S;20;20;22;Bus;81;81;30081_;1;30;2729779,569;5402382,307;;
660;2615;Am Ochsenwald;Am Ochsenwald;de:8111:2615;8111000;Stuttgart;Stuttgart;S;20,38;138;138;"Nachtbus;Bus";82,N10;82,N10;30082_,33010_;2;30,33;2727500,95;5402748,206;;
661;2616;Rohrer Höhe;Rohrer Höhe;de:8111:2616;8111000;Stuttgart;Stuttgart;S;20,38;138;138;"Nachtbus;Bus";82,N10;82,N10;30082_,33010_;2;30,33;2727540,185;5402489,384;;
662;2617;Holderäcker;Holderäcker;de:8111:2617;8111000;Stuttgart;Stuttgart;S;20,36;136;136;Bus;90;90;30090_;1;30;2727770,071;5414263,066;;
663;2619;Hausenring;Hausenring;de:8111:2619;8111000;Stuttgart;Stuttgart;S;20;20;21;Bus;90;90;30090_;1;30;2726390,648;5413158,17;;
664;2620;Gerlinger Straße;Gerlinger Straße;de:8111:2620;8111000;Stuttgart;Stuttgart;S;20;20;21;"Nachtbus;Bus";90,N3;90,N3;30090_,33003_;2;30,33;2726682,764;5413165,687;;
665;2621;Ditzinger Straße;Ditzinger Straße;de:8111:2621;8111000;Stuttgart;Stuttgart;S;20;20;21;Bus;90;90;30090_;1;30;2727468,347;5413585,222;;
666;2623;Flachter Straße;Flachter Straße;de:8111:2623;8111000;Stuttgart;Stuttgart;S;20;20;21;Bus;90;90;30090_;1;30;2728150,849;5413825,446;;
667;2624;Weilimdorf Bf (Unterführung);Weilimdorf Bf (Unterführung);de:8111:2624;8111000;Stuttgart;Stuttgart;S;20,36;136;136;Bus;90;90;30090_;1;30;2727416,431;5414012,781;uWeilimd.pdf;
669;2626;Bergstraße;Korntal Bergstraße;de:8118:2626;8118080;Korntal-Münchingen;Korntal;LB;20,36;136;136;Bus;90,612;90,612;30090_,31612_;2;30,31;2729566,501;5414976,851;;
670;2627;Stadthalle;Korntal Stadthalle;de:8118:2627;8118080;Korntal-Münchingen;Korntal;LB;20,36;136;136;Bus;90,612;90,612;30090_,31612_;2;30,31;2729090,13;5414969,072;;
671;2628;Tachenbergstraße;Korntal Tachenbergstraße;de:8118:2628;8118080;Korntal-Münchingen;Korntal;LB;20,36;136;136;Bus;90;90;30090_;1;30;2729436,786;5414584,181;;
672;2629;Huttenstraße;Huttenstraße;de:8111:2629;8111000;Stuttgart;Stuttgart;S;20;20;21;Bus;90;90;30090_;1;30;2728875,365;5413660,752;;
673;2630;Greutterstraße;Greutterstraße;de:8111:2630;8111000;Stuttgart;Stuttgart;S;20;20;21;Bus;90;90;30090_;1;30;2729213,097;5414212,841;;
674;2631;Bahnhof (Warthstraße);Korntal Bf (Warthstr.);de:8118:2631;8118080;Korntal-Münchingen;Korntal;LB;20,36;136;136;Bus;90,612;90,612;30090_,31612_;2;30,31;2729207,977;5414723,365;uKorntal.pdf;
675;2632;Hauffstraße;Korntal Hauffstraße;de:8118:2632;8118080;Korntal-Münchingen;Korntal;LB;20,36;136;136;Bus;90,612;90,612;30090_,31612_;2;30,31;2728858,713;5414945,922;;
677;2635;Mönsheimer Weg;Mönsheimer Weg;de:8111:2635;8111000;Stuttgart;Stuttgart;S;20;20;21;Bus;90;90;30090_;1;30;2726696,334;5413405,559;;
678;2636;Jahnstraße;Korntal Jahnstraße;de:8118:2636;8118080;Korntal-Münchingen;Korntal;LB;20,36;136;136;Bus;90,612;90,612;30090_,31612_;2;30,31;2730147,31;5415078,879;;
679;2637;Weilemer Pfad;Weilemer Pfad;de:8111:2637;8111000;Stuttgart;Stuttgart;S;20;20;21;Bus;90;90;30090_;1;30;2726966,321;5413390,172;;
680;2638;Kirche;Münchingen Kallenberg Kirche;de:8118:2638;8118080;Korntal-Münchingen;Münchingen;LB;20,34,36;236;236;Bus;612A;612A;31612a;1;31;2729790,331;5417095,69;;
681;2639;Maicklerstraße;Fellbach Maicklerstraße;de:8119:2639;8119020;Fellbach;Fellbach;WN;20,32;132;132;Bus;67;67;30067_;1;30;2740717,191;5414177,962;;
682;2640;Wernerstraße;Fellbach Wernerstraße;de:8119:2640;8119020;Fellbach;Fellbach;WN;20,32;132;132;"Bus;Nachtbus";60,67,N6;60,67,N6;30060_,30067_,33006_;3;30,33;2740381,897;5414096,633;;
683;2641;Steinbeisstraße;Fellbach Steinbeisstraße;de:8119:2641;8119020;Fellbach;Fellbach;WN;20,32;132;132;Bus;67;67;30067_;1;30;2739707,23;5413859,707;;
684;2642;Wilhelm-Pfitzer-Straße;Fellbach Wilhelm-Pfitzer-Str.;de:8119:2642;8119020;Fellbach;Fellbach;WN;20,32;132;132;Bus;67;67;30067_;1;30;2739653,763;5413945,729;;
685;2643;Max-Planck-Straße;Fellbach Max-Planck-Str.;de:8119:2643;8119020;Fellbach;Fellbach;WN;20,32;132;132;Bus;67;67;30067_;1;30;2739476,256;5413647,296;;
686;2644;Kienbachstraße;Fellbach Kienbachstr.;de:8119:2644;8119020;Fellbach;Fellbach;WN;20,32;132;132;Bus;207;207;31207_;1;31;2740169,936;5412615,089;;
687;2645;Eugenstraße;Fellbach Eugenstr.;de:8119:2645;8119020;Fellbach;Fellbach;WN;20,32;132;132;Bus;60,207;60,207;30060_,31207_;2;30,31;2740155,758;5412365,161;;
6859906;2646;Adlerstraße;Fellbach Adlerstraße;de:8119:2646;8119020;Fellbach;Fellbach;WN;;132;132;Bus;212;212;31212_;1;31;2740151,949;5413934,335;;
6859910;2647;Postdörfle;Fellbach Postdörfle;de:8119:2647;8119020;Fellbach;Fellbach;WN;;132;132;Bus;212;212;31212_;1;31;2740190,284;5413749,571;;
6859914;2648;Laubsängerweg;Fellbach Laubsängerweg;de:8119:2648;8119020;Fellbach;Fellbach;WN;;132;132;Bus;212;212;31212_;1;31;2741339,029;5412758,344;;
793382;2653;Rappachstraße;Rappachstraße;de:8111:2653;8111000;Stuttgart;Stuttgart;S;;136;436;Bus;90;90;30090_;1;30;2726714,377;5412338,767;;
690;2700;Handwerkstraße;Handwerkstraße;de:8111:2700;8111000;Stuttgart;Stuttgart;S;20;20;822;Bus;80;80;30080_;1;30;2730316,209;5402970,251;;
691;2701;Kreuzstraße;Kreuzstraße;de:8111:2701;8111000;Stuttgart;Stuttgart;S;20;20;22;"Nachtbus;Bus";82,N1;82,N1;30082_,33001_;2;30,33;2728628,743;5404217,646;;
692;2800;Maille;Esslingen (N) Maille;de:8116:2800;8116019;Esslingen (N);Esslingen (N);ES;31;31;31;Bus;102,103,110,111,112,113,118,119,120,122,131,N14;102,103,110,111,112,113,118,119,120,122,131,N14;31102_,31103_,31110_,31111_,31112_,31113_,31118_,31119_,31120_,31122_,31131_,34014_;12;31,34;2743413,412;5405332,916;;
693;2801;Weilstraße;Pliensauv. Weilstraße;de:8116:2801;8116019;Esslingen (N);Pliensauvorstadt;ES;31;31;31;Bus;113,118,119,120,122,131;113,118,119,120,122,131;31113_,31118_,31119_,31120_,31122_,31131_;6;31;2742848,46;5405005,2;;
694;2802;Mutzenreis;Zollberg Mutzenreis;de:8116:2802;8116019;Esslingen (N);Zollberg;ES;31;31;31;Bus;122,131;122,131;31122_,31131_;2;31;2741787,743;5404068,075;;
695;2803;Zollberg;Zollberg;de:8116:2803;8116019;Esslingen (N);Zollberg;ES;31;31;31;"Bus;Ruftaxi";113,118,119,120,RT10;113,118,119,120,RT10;31113_,31118_,31119_,31120_,53010_;5;31,53;2742821,513;5404291,073;;
696;2804;Pliensaufriedhof;Zollberg Pliensaufriedhof;de:8116:2804;8116019;Esslingen (N);Zollberg;ES;31;31;31;Bus;122,131;122,131;31122_,31131_;2;31;2742286,255;5404455,262;;
697;2805;Mutzenreisstraße;Zollberg Mutzenreisstr.;de:8116:2805;8116019;Esslingen (N);Zollberg;ES;31;31;31;Bus;113,119,120;113,119,120;31113_,31119_,31120_;3;31;2742975,768;5403807,418;;
698;2806;Pliensauturm;Esslingen (N) Pliensauturm;de:8116:2806;8116019;Esslingen (N);Esslingen (N);ES;31;31;31;Bus;101,102,103,104,106,110,111,112,113,114,115,118,119,120,122,131,140,N14;101,102,103,104,106,110,111,112,113,114,115,118,119,120,122,131,140,N14;31101_,31102_,31103_,31104_,31106_,31110_,31111_,31112_,31113_,31114_,31115_,31118_,31119_,31120_,31122_,31131_,31140_,34014_;18;31,34;2743156,371;5405298,752;;
700;2808;Schubertstraße;Wolfschlugen Schubertstr.;de:8116:2808;8116073;Wolfschlugen;Wolfschlugen;ES;40,49,50,59;250;250;Bus;120;120;31120_;1;31;2742376,163;5396372,749;;
701;2810;Roßdorf Schule;Nürtingen Roßdorf Schule;de:8116:2810;8116049;Nürtingen;Nürtingen;ES;50,6;160;160;Bus;182,183,183A,194;182,183,183A,194;31182_,31183_,31183a,31194_;4;31;2746362,349;5390435,411;;
702;2811;Roßdorf Kleeweg;Nürtingen Roßdorf Kleeweg;de:8116:2811;8116049;Nürtingen;Nürtingen;ES;50,6;160;160;Bus;182,183,183A,194;182,183,183A,194;31182_,31183_,31183a,31194_;4;31;2746167,029;5390181,359;;
703;2813;Mühlstraße;Nürtingen Mühlstraße;de:8116:2813;8116049;Nürtingen;Nürtingen;ES;50,6;160;160;"Nachtbus;Bus";74,E,167,188,N81;74,E,167,188,N81;30074_,30074a,31167_,31188_,34081_;5;30,31,34;2745817,8;5393204,206;;
704;2814;Freibad;Kirchheim (T) Freibad;de:8116:2814;8116033;Kirchheim (T);Kirchheim (T);ES;61;61;61;Bus;163,165,173,174,175;163,165,173,174,175;31163r,31165_,31173_,31174_,31175_;5;31;2754973,537;5395528,424;;
705;2815;Bonholz;Waldenbuch Bonholz;de:8115:2815;8115048;Waldenbuch;Waldenbuch;BB;48,58;158;458;Bus;826,828;826,828;31826_,31828_;2;31;2730889,42;5392656,067;;
706;2816;Marquardtschule;Plochingen Marquardtschule;de:8116:2816;8116056;Plochingen;Plochingen;ES;41;41;41;Bus;141;141;31141_;1;31;2752539,745;5402626,778;;
707;2817;Egelsberg Hochhaus;Weilh.(T) Egelsberg Hochhaus;de:8116:2817;8116070;Weilheim (T);Weilheim (T);ES;71;71;71;Bus;173,174,175;173,174,175;31173_,31174_,31175_;3;31;2759256,732;5392614,091;;
709;2819;Neuffener Straße;Linsenhofen Neuffener Str.;de:8116:2819;8116020;Frickenhausen;Linsenhofen;ES;60,7;170;170;Bus;180;180;31180_;1;31;2748720,634;5387997,286;;
710;2820;Rathaus;Kappishäusern Rathaus;de:8116:2820;8116046;Neuffen;Kappishäusern;ES;70;70;70;Bus;192,199;192,199;31192_,31199_;2;31;2745651,075;5384503,551;;
711;2821;Etzelweg;Kohlberg Etzelweg;de:8116:2821;8116036;Kohlberg;Kohlberg;ES;70;70;70;Bus;192,198,199;192,198,199;31192_,31198_,31199_;3;31;2746399,216;5385446,323;;
712;2822;Uhlandstraße;Frickenhausen Uhlandstr.;de:8116:2822;8116020;Frickenhausen;Frickenhausen;ES;60,7;170;170;Bus;180;180;31180_;1;31;2747665,203;5389623,33;uFricke.pdf;
714;2824;Hölzlachstraße;Frickenhausen Hölzlachstr.;de:8116:2824;8116020;Frickenhausen;Frickenhausen;ES;60,7;170;170;Bus;198;198;31198_;1;31;2747867,962;5389051,421;;
715;2895;Bernhäuser Weg;Neuh.(F) Bernhäuser Weg;de:8116:2895;8116047;Neuhausen (F);Neuhausen (F);ES;30,39;330;330;"Bus;Ruftaxi";35,36,E,RT99;35,36,E,RT99;30035_,30036_,30036a,53099_;4;30,53;2740378,377;5399192,419;;
716;2896;Novizenweg;Neuhausen (F) Novizenweg;de:8116:2896;8116047;Neuhausen (F);Neuhausen (F);ES;30,39;330;330;"Bus;Ruftaxi";36,RT99;36,RT99;30036_,53099_;2;30,53;2741469,554;5398236,893;;
717;2897;Lettenstraße;Neuhausen (F) Lettenstraße;de:8116:2897;8116047;Neuhausen (F);Neuhausen (F);ES;30,39;330;330;"Bus;Ruftaxi";36,E,73,120,121,RT99;36,E,73,120,121,RT99;30036_,30036a,30073_,31120_,31121_,53099_;6;30,31,53;2741187,89;5398853,738;;
718;2898;Mozartschule;Neuhausen (F) Mozartschule;de:8116:2898;8116047;Neuhausen (F);Neuhausen (F);ES;30,39;330;330;"Bus;Ruftaxi";36,E,73,120,121,RT99;36,E,73,120,121,RT99;30036_,30036a,30073_,31120_,31121_,53099_;6;30,31,53;2741422,899;5398964,14;;
719;2899;Plieninger Straße (Nord);Scharnh. Plieninger Str.(Nord);de:8116:2899;8116080;Ostfildern;Scharnhausen;ES;30;30;30;"Bus;Ruftaxi";131,RT10;131,RT10;31131_,53010_;2;31,53;2739372,397;5401697,568;;
720;2900;Nagelstraße;Scharnhausen Nagelstraße;de:8116:2900;8116080;Ostfildern;Scharnhausen;ES;30;30;30;Bus;131;131;31131_;1;31;2739160,113;5401722,256;;
721;2901;Bahnhofstraße;Neuhausen (F) Bahnhofstr.;de:8116:2901;8116047;Neuhausen (F);Neuhausen (F);ES;30,39;330;330;"Ruftaxi;Bus";35,36,E,73,120,121,RT99;35,36,E,73,120,121,RT99;30035_,30036_,30036a,30073_,31120_,31121_,53099_;7;30,31,53;2741385,832;5399295,174;;
722;2902;Brühlsiedlung;Neuhausen (F) Brühlsiedlung;de:8116:2902;8116047;Neuhausen (F);Neuhausen (F);ES;30,39;330;330;Bus;36,E,73,120;36,E,73,120;30036_,30036a,30073_,30074a,31120_;5;30,31;2741470,815;5398459,273;;
723;2903;Peronnas-Platz;Neuh.(F) Peronnas-Platz;de:8116:2903;8116047;Neuhausen (F);Neuhausen (F);ES;30,39;330;330;"Bus;Ruftaxi";35,36,E,73,120,121,RT99;35,36,E,73,120,121,RT99;30035_,30036_,30036a,30073_,31120_,31121_,53099_;7;30,31,53;2741445,356;5399563,914;;
724;2904;Industriegebiet Ost;Neuh.(F) Industriegebiet Ost;de:8116:2904;8116047;Neuhausen (F);Neuhausen (F);ES;30,39;330;330;Bus;35,36,E;35,36,E;30035_,30036_,30036a;3;30;2740721,291;5399232,959;;
725;2905;Industriegebiet West;Neuh.(F) Industriegebiet West;de:8116:2905;8116047;Neuhausen (F);Neuhausen (F);ES;30,39;330;330;Bus;35,36,E;35,36,E;30035_,30036_,30036a;3;30;2739656,774;5399078,885;;
726;2906;Schlossplatz;Neuhausen (F) Schlossplatz;de:8116:2906;8116047;Neuhausen (F);Neuhausen (F);ES;30,39;330;330;"Bus;Ruftaxi";36,E,73,120,121,RT99;36,E,73,120,121,RT99;30036_,30036a,30073_,31120_,31121_,53099_;6;30,31,53;2741440,694;5399148,113;;
727;2907;Schillerstraße;Neuh.(F) Schillerstraße;de:8116:2907;8116047;Neuhausen (F);Neuhausen (F);ES;30,39;330;330;Bus;36,E,73,120;36,E,73,120;30036_,30036a,30073_,31120_;4;30,31;2741249,516;5398712,952;;
